Date,AUD,CAD,FRF,DEM,ITL,NZD,SEK,GBP,JPY,USD,NOK
2005-08-23,5.53,2.76,2.02,,,,1.49,4.52,0,3.46,2.08
2005-08-24,5.53,2.76,2.01,,,,1.48,4.53,0,3.45,2.1
2005-08-25,5.53,2.75,2.02,,,,1.49,4.52,0,3.46,2.13
2005-08-26,5.53,2.75,2.02,,,,1.49,4.53,0,3.47,2.09
2005-08-29,5.52,2.76,2.01,,,,1.49,4.53,0,3.47,2.08
2005-08-30,5.53,2.75,2,,,,1.49,4.53,0,3.46,2.12
2005-08-31,5.52,2.72,2.01,1.9,2.09,6.42,1.49,4.54,0,3.44,2.08
2005-09-01,5.51,2.65,2.02,,,,1.48,4.54,0,3.4,2.15
2005-09-02,5.5,2.66,2.02,,,,1.48,4.53,0,3.38,2.11
2005-09-05,5.5,,2.02,,,,1.47,4.53,0,,2.09
2005-09-06,5.51,2.75,2.02,,,,1.47,4.53,0,3.45,2.09
2005-09-07,5.52,2.75,2.01,,,,1.47,4.53,0,3.41,2.1
2005-09-08,5.53,2.72,2.01,,,,1.47,4.53,0,3.4,2.14
2005-09-09,5.53,2.73,2.02,,,,1.47,4.53,0,3.41,2.09
2005-09-12,5.53,2.74,2.03,,,,1.47,4.53,0,3.44,2.14
2005-09-13,5.53,2.74,2.03,,,,1.47,4.54,0,3.4,2.17
2005-09-14,5.53,2.76,2.01,,,,1.47,4.55,0,3.35,2.18
2005-09-15,5.53,2.77,2.01,,,,1.48,4.54,0,3.37,2.17
2005-09-16,5.53,2.8,2.02,,,,1.48,4.54,0,3.42,2.16
2005-09-19,5.53,2.77,2.03,,,,1.47,4.54,0,3.51,2.15
2005-09-20,5.53,2.81,2.03,,,,1.46,4.54,0,3.54,2.12
2005-09-21,5.53,2.81,2.03,,,,1.47,4.54,0,3.34,2.13
2005-09-22,5.53,2.8,2.03,,,,1.47,4.54,0,3.39,2.12
2005-09-23,5.53,2.83,2.02,,,,1.48,4.54,0,3.4,2.12
2005-09-26,5.53,2.86,2.03,,,,1.47,4.49,0,3.46,2.16
2005-09-27,5.54,2.86,2.03,,,,1.48,4.49,0,3.42,2.18
2005-09-28,5.54,2.86,2.04,,,,1.48,4.49,0,3.39,2.12
2005-09-29,5.54,2.87,2.05,,,,1.49,4.49,0,3.46,2.15
2005-09-30,5.54,2.89,2.04,1.9,2.08,6.52,1.5,4.48,0,3.47,2.14
2005-10-03,5.54,2.89,2.05,,,,1.5,4.48,0,3.54,2.15
2005-10-04,5.54,2.9,2.05,,,,1.5,4.47,0,3.55,2.14
2005-10-05,5.54,2.89,2.04,,,,1.5,4.47,0,3.5,2.14
2005-10-06,5.53,2.88,2.04,,,,1.5,4.47,0,3.52,2.14
2005-10-07,5.54,2.92,2.05,,,,1.51,4.47,0,3.54,2.17
2005-10-10,5.54,,2.05,,,,1.54,4.5,0,,2.19
2005-10-11,5.54,2.94,2.06,,,,1.54,4.5,0,3.65,2.17
2005-10-12,5.54,2.94,2.05,,,,1.54,4.5,0,3.62,2.22
2005-10-13,5.54,2.94,2.08,,,,1.5,4.5,0,3.66,2.23
2005-10-14,5.55,2.96,2.05,,,,1.5,4.5,0,3.69,2.2
2005-10-17,5.54,2.98,2.08,,,,1.5,4.46,0,3.78,2.2
2005-10-18,5.55,3.03,2.08,,,,1.49,4.45,0,3.77,2.19
2005-10-19,5.54,3.03,2.03,,,,1.5,4.45,0,3.77,2.19
2005-10-20,5.54,3.01,2.08,,,,1.49,4.46,0,3.76,2.19
2005-10-21,5.54,3,2.05,,,,1.48,4.46,0,3.77,2.18
2005-10-24,5.55,3.02,2.07,,,,1.47,4.46,0,3.84,2.18
2005-10-25,5.55,3.03,2.09,,,,1.47,4.46,0,3.84,2.19
2005-10-26,5.54,3.06,2.09,,,,1.47,4.46,0,3.81,2.21
2005-10-27,5.54,3.06,2.11,,,,1.48,4.46,0,3.79,2.18
2005-10-28,5.54,3.06,2.13,,,,1.48,4.46,0,3.83,2.24
2005-10-31,5.54,3.06,2.17,2.26,2.2,6.59,1.48,4.46,0,3.89,2.28
2005-11-01,5.54,3.11,,,,,1.48,4.48,0,3.87,2.29
2005-11-02,5.54,3.12,2.11,,,,1.48,4.48,0,3.85,2.27
2005-11-03,5.54,3.13,2.12,,,,1.5,4.48,0,3.85,2.27
2005-11-04,5.54,3.14,2.12,,,,1.5,4.48,0,3.88,2.33
2005-11-07,5.54,3.14,2.18,,,,1.5,4.48,0,3.87,2.36
2005-11-08,5.54,3.15,2.18,,,,1.5,4.49,0,3.87,2.36
2005-11-09,5.54,3.15,2.22,,,,1.5,4.5,0,3.9,2.37
2005-11-10,5.54,3.15,2.22,,,,1.5,4.5,0,3.88,2.37
2005-11-11,5.54,,,,,,1.51,4.5,0,,2.36
2005-11-14,5.54,3.18,2.23,,,,1.49,4.5,0,3.93,2.35
2005-11-15,5.54,3.23,2.23,,,,1.5,4.5,0,3.92,2.39
2005-11-16,5.54,3.22,2.21,,,,1.5,4.5,0,3.91,2.36
2005-11-17,5.54,3.21,2.23,,,,1.51,4.49,0,3.92,2.37
2005-11-18,5.53,3.23,2.3,,,,1.52,4.5,0,3.91,2.35
2005-11-21,5.53,3.23,2.3,,,,1.52,4.5,0,3.91,2.35
2005-11-22,5.53,3.21,2.29,,,,1.53,4.5,0,3.84,2.35
2005-11-23,5.53,3.23,2.3,,,,1.52,4.5,0,3.86,2.37
2005-11-24,5.53,3.23,2.31,,,,1.52,4.5,0,,2.37
2005-11-25,5.53,3.24,2.32,,,,1.54,4.49,0,3.86,2.37
2005-11-28,5.53,3.24,2.34,,,,1.55,4.49,0,3.89,2.38
2005-11-29,5.53,3.3,2.33,,,,1.55,4.49,0,3.89,2.36
2005-11-30,5.53,3.31,2.34,2.5,2.49,6.99,1.57,4.49,0,3.86,2.39
2005-12-01,5.53,3.31,2.31,,,,1.62,4.49,0,3.88,2.42
2005-12-02,5.53,3.31,2.32,,,,1.66,4.49,0,3.9,2.4
2005-12-05,5.53,3.32,2.27,,,,1.7,4.49,0,3.95,2.4
2005-12-06,5.53,3.31,2.28,,,,1.71,4.51,0,3.95,2.37
2005-12-07,5.54,3.31,2.31,,,,1.69,4.51,0,3.94,2.37
2005-12-08,5.55,3.32,2.32,,,,1.7,4.51,0,3.85,2.36
2005-12-09,5.54,3.32,2.32,,,,1.71,4.51,0,3.85,2.4
2005-12-12,5.54,3.33,2.32,,,,1.71,4.52,0,3.83,2.4
2005-12-13,5.54,3.37,2.29,,,,1.71,4.52,0,3.83,2.37
2005-12-14,5.54,3.37,2.37,,,,1.7,4.52,0,3.81,2.35
2005-12-15,5.54,3.37,2.31,,,,1.69,4.52,0,3.84,2.32
2005-12-16,5.54,3.35,2.3,,,,1.7,4.53,0,3.84,2.31
2005-12-19,5.54,3.35,2.37,,,,1.69,4.53,0,3.89,2.34
2005-12-20,5.54,3.35,2.34,,,,1.69,4.52,0.01,3.88,2.32
2005-12-21,5.54,3.35,2.36,,,,1.69,4.52,0,3.9,2.33
2005-12-22,5.54,3.35,2.33,,,,1.69,4.52,0,3.89,2.28
2005-12-23,5.54,3.34,2.26,,,,1.67,4.52,0,3.9,2.21
2005-12-26,5.54,,,,,,,,0,,
2005-12-27,5.54,,2.37,,,,1.69,,0,3.9,2.26
2005-12-28,5.54,3.37,2.36,,,,1.67,4.52,0,3.87,2.24
2005-12-29,5.54,3.37,2.36,,,,1.68,4.52,0,3.92,2.19
2005-12-30,5.54,3.39,2.38,2.45,2.57,6.98,1.69,4.53,0,3.99,2.19
2006-01-02,,,2.37,2.36,,,1.7,4.53,0,,2.25
2006-01-03,5.54,3.39,2.36,2.39,,,1.7,4.53,0,4.07,2.29
2006-01-04,5.54,3.38,2.38,2.39,,,1.73,4.53,0,4.09,2.3
2006-01-05,5.54,3.38,2.37,2.37,,,1.83,4.53,0,4.1,2.25
2006-01-06,5.54,3.38,2.37,2.38,,,,4.53,0,4.12,2.29
2006-01-09,5.54,3.39,2.38,2.38,,,1.84,4.53,0,4.14,2.31
2006-01-10,5.54,3.39,2.38,2.39,,,1.85,4.53,0,4.19,2.27
2006-01-11,5.54,3.41,2.38,2.38,,,1.85,4.53,0.01,4.2,2.26
2006-01-12,5.54,3.42,2.37,2.35,,,1.85,4.53,0.01,4.22,2.3
2006-01-13,5.53,3.41,2.39,2.35,,,1.84,4.53,0.01,4.23,2.3
2006-01-16,5.53,3.42,2.39,2.33,,,1.84,4.53,0.01,,2.3
2006-01-17,5.54,3.42,2.38,2.39,,,1.84,4.53,0.01,4.28,2.29
2006-01-18,5.53,3.42,2.39,2.39,,,1.85,4.53,0,4.25,2.3
2006-01-19,5.53,3.43,2.4,2.4,,,1.86,4.53,0,4.25,2.37
2006-01-20,5.53,3.43,2.4,2.4,,,1.86,4.53,0,4.25,2.39
2006-01-23,5.53,3.43,2.39,2.46,,,1.86,4.53,0,4.28,2.39
2006-01-24,5.53,3.47,2.42,2.5,,,1.86,4.53,0,4.3,2.32
2006-01-25,5.53,3.47,2.42,2.51,,,1.86,4.53,0,4.32,2.35
2006-01-26,,3.48,2.43,2.51,,,1.87,4.53,0,4.34,2.39
2006-01-27,5.53,3.49,2.42,2.5,,,1.88,4.53,0,4.34,2.33
2006-01-30,5.53,3.51,2.44,2.5,,,1.89,4.53,0,4.38,2.38
2006-01-31,5.54,3.51,2.4,2.5,2.59,6.68,1.9,4.53,0,4.37,2.34
2006-02-01,5.53,3.54,2.42,2.62,,,1.9,4.53,0,4.37,2.33
2006-02-02,5.53,3.54,2.43,2.6,,,1.95,4.53,0.02,4.37,2.37
2006-02-03,5.53,3.55,2.41,2.58,,,1.95,4.53,0.02,4.37,2.33
2006-02-06,5.53,3.57,2.41,2.57,,,1.95,4.53,0.02,4.38,2.38
2006-02-07,5.53,3.62,2.42,2.61,,,1.95,4.53,0.02,4.39,2.38
2006-02-08,5.53,3.63,2.42,2.68,,,1.95,4.53,0.03,4.4,2.38
2006-02-09,5.53,3.63,2.45,2.6,,,1.94,4.53,0.03,4.41,2.38
2006-02-10,5.53,3.65,2.43,2.58,,,1.93,4.53,0.03,4.42,2.35
2006-02-13,5.53,3.64,2.43,2.58,,,1.92,4.53,0.04,4.45,2.38
2006-02-14,5.53,3.64,2.45,2.56,,,1.93,4.53,0.04,4.45,2.38
2006-02-15,5.53,3.63,2.45,2.61,,,1.92,4.53,0.04,4.44,2.37
2006-02-16,5.53,3.63,2.44,2.56,,,1.9,4.53,0.04,4.44,2.4
2006-02-17,5.53,3.63,2.43,2.54,,,1.91,4.53,0.04,4.43,2.42
2006-02-20,5.53,3.64,2.43,2.57,,,1.91,,0.04,,2.42
2006-02-21,5.53,3.72,2.46,2.56,,,1.91,,0.04,4.46,2.41
2006-02-22,5.53,3.72,2.48,2.57,,,1.92,4.43,0.05,4.46,2.41
2006-02-23,5.53,3.71,2.48,2.6,,,1.95,4.43,0.05,4.48,2.46
2006-02-24,5.53,3.73,2.48,2.59,,,1.95,4.43,0.05,4.49,2.47
2006-02-27,5.53,3.75,2.48,2.62,,,1.96,4.43,0.06,4.51,2.48
2006-02-28,5.53,3.74,2.47,2.62,2.71,6.94,1.94,4.43,0.06,4.51,2.47
2006-03-01,5.53,3.74,2.49,2.66,,,1.94,4.43,0.08,4.49,2.48
2006-03-02,5.53,3.75,2.5,2.65,,,1.95,4.43,0.08,4.5,2.47
2006-03-03,5.53,3.74,2.51,2.64,,,1.95,4.43,0.08,4.5,2.47
2006-03-06,5.53,3.74,2.55,2.62,,,1.95,4.43,0.07,4.49,2.46
2006-03-07,5.53,3.73,2.55,2.61,,,1.96,4.43,0.08,4.49,2.51
2006-03-08,5.53,3.7,2.47,2.73,,,1.96,4.43,0.08,4.47,2.49
2006-03-09,5.53,3.72,2.51,2.66,,,1.96,4.43,0.08,4.48,2.55
2006-03-10,5.53,3.74,2.35,2.7,,,1.96,4.43,0.08,4.5,2.5
2006-03-13,5.53,3.74,2.47,2.62,,,1.95,4.43,0.08,4.5,2.49
2006-03-14,5.53,3.73,2.5,2.65,,,1.95,4.43,0.08,4.48,2.51
2006-03-15,5.53,3.72,2.52,2.7,,,1.95,4.43,0.08,4.51,2.51
2006-03-16,5.53,3.7,2.53,2.64,,,1.95,4.43,0.07,4.5,2.59
2006-03-17,5.53,3.7,2.55,2.67,,,1.96,4.43,0.07,4.52,2.53
2006-03-20,5.53,3.71,2.53,2.66,,,1.96,4.43,0.08,4.55,2.54
2006-03-21,5.53,3.78,2.55,2.65,,,1.96,4.43,0.08,4.57,2.57
2006-03-22,5.53,3.78,2.55,2.75,,,1.96,4.43,0.08,4.57,2.58
2006-03-23,5.53,3.78,2.56,2.75,,,1.97,4.43,0.08,4.55,2.54
2006-03-24,5.53,3.78,2.63,2.63,,,1.97,4.43,0.08,4.54,2.57
2006-03-27,5.53,3.79,2.59,2.63,,,1.96,4.43,0.08,4.51,2.59
2006-03-28,5.53,3.84,2.63,2.65,,,1.98,4.43,0.08,4.53,2.59
2006-03-29,5.53,3.86,2.61,2.71,,,2,4.43,0.08,4.51,2.57
2006-03-30,5.53,3.86,2.63,2.7,,,2.02,4.43,0.09,4.5,2.61
2006-03-31,5.54,3.86,2.6,2.74,2.8,7.05,2.02,4.43,0.09,4.52,2.6
2006-04-03,5.53,3.86,2.65,2.73,,,2.05,4.43,0.09,4.55,2.69
2006-04-04,5.54,3.9,2.64,2.77,,,2.04,4.43,0.07,4.56,2.64
2006-04-05,5.55,3.89,2.65,2.84,,,2.04,4.43,0.07,4.55,2.65
2006-04-06,5.6,3.91,2.57,2.71,,,2.02,4.43,0.07,4.56,2.65
2006-04-07,5.6,3.93,2.57,2.7,,,2.02,4.43,0.06,4.57,2.65
2006-04-10,5.61,3.95,2.56,2.7,,,2.02,4.43,0.06,4.58,2.66
2006-04-11,5.63,3.95,2.56,2.81,,,2.02,4.43,0.06,4.58,2.67
2006-04-12,5.61,3.96,2.56,2.72,,,2.02,4.43,0.05,4.58,2.66
2006-04-13,5.63,3.96,2.55,2.63,,,2.09,4.43,0.05,4.58,
2006-04-14,,,,2.8,,,,4.43,0.05,,
2006-04-17,,3.95,,2.66,,,,4.43,0.05,4.61,
2006-04-18,5.62,3.96,2.53,2.69,,,2.08,4.43,0.05,4.61,2.66
2006-04-19,5.61,3.96,2.53,2.75,,,2.06,4.43,0.04,4.61,2.66
2006-04-20,5.62,3.95,2.54,2.69,,,2.06,4.43,0.04,4.61,2.62
2006-04-21,5.64,3.95,2.56,2.69,,,2.05,4.43,0.04,4.63,2.67
2006-04-24,5.63,3.95,2.55,2.72,,,2.05,4.43,0.04,4.64,2.67
2006-04-25,,4.01,2.57,2.7,,,2.08,4.43,0.05,4.67,2.66
2006-04-26,5.66,4.03,2.6,2.86,,,2.08,4.43,0.06,4.67,2.69
2006-04-27,5.72,4.03,2.61,2.74,,,2.08,4.43,0.06,4.66,2.69
2006-04-28,5.73,4.04,2.6,2.69,2.9,7.05,2.07,4.43,0.06,4.65,2.68
2006-05-01,5.7,4.06,,2.73,,,,4.43,0.07,4.7,
2006-05-02,5.71,4.1,2.64,2.71,,,2.08,4.43,0.07,4.69,2.7
2006-05-03,5.81,4.1,2.65,2.73,,,2.08,4.43,0.07,4.7,2.72
2006-05-04,5.82,4.1,2.61,2.71,,,2.08,4.48,0.07,4.68,2.73
2006-05-05,5.81,4.1,2.63,2.7,,,2.08,4.5,0.08,4.7,2.75
2006-05-08,5.8,4.09,,2.74,,,2.08,4.5,0.08,4.75,2.79
2006-05-09,5.81,4.09,2.66,2.73,,,2.08,4.5,0.1,4.76,2.77
2006-05-10,5.82,4.09,2.65,2.74,,,2.07,4.5,0.19,4.76,2.77
2006-05-11,5.81,4.08,2.66,2.73,,,2.13,4.5,0.19,4.7,2.78
2006-05-12,5.81,4.07,2.66,2.71,,,2.14,4.5,0.21,4.72,2.79
2006-05-15,5.81,4.08,2.66,2.78,,,2.13,4.5,0.2,4.74,2.77
2006-05-16,5.81,4.09,2.66,2.77,,,2.13,4.5,0.21,4.71,2.82
2006-05-17,5.81,4.1,2.67,2.78,,,2.13,4.5,0.2,4.71,
2006-05-18,5.81,4.04,2.67,2.77,,,2.12,4.5,0.2,4.71,2.83
2006-05-19,5.82,4.06,2.72,2.76,,,2.13,4.5,0.21,4.7,2.81
2006-05-22,5.81,,2.71,2.79,,,2.13,4.5,0.21,4.71,2.79
2006-05-23,5.81,4.08,2.71,2.78,,,2.13,4.5,0.23,4.72,2.83
2006-05-24,5.81,4.16,2.73,2.75,,,2.13,4.5,0.26,4.7,2.9
2006-05-25,5.81,4.16,,2.79,,,,4.5,0.3,4.7,
2006-05-26,5.81,4.16,2.69,2.77,,,2.13,4.5,0.3,4.72,2.89
2006-05-29,5.82,4.16,2.71,2.81,,,2.13,4.5,0.3,,2.89
2006-05-30,5.82,4.18,2.8,2.8,,,2.13,4.5,0.3,4.72,2.89
2006-05-31,5.82,4.18,2.77,2.82,3.04,6.95,2.14,4.5,0.33,4.74,2.92
2006-06-01,5.82,4.17,2.74,2.8,,,2.15,4.5,0.32,4.71,3.01
2006-06-02,5.82,4.16,2.78,2.84,,,2.14,4.5,0.3,4.69,2.95
2006-06-05,5.8,4.14,2.75,2.83,,,2.15,4.5,0.32,4.73,
2006-06-06,5.81,4.14,2.75,2.82,,,,4.5,0.34,4.74,2.96
2006-06-07,5.81,4.15,2.77,2.5,,,2.15,4.5,0.3,4.74,2.96
2006-06-08,5.85,4.14,2.74,2.83,,,2.22,4.5,0.31,4.74,3
2006-06-09,5.87,4.19,2.74,2.76,,,2.21,4.5,0.32,4.75,2.95
2006-06-12,,4.19,2.75,2.8,,,2.21,4.5,0.34,4.81,2.92
2006-06-13,5.87,4.21,2.77,2.85,,,2.21,4.5,0.3,4.77,2.9
2006-06-14,5.86,4.22,2.78,2.82,,,2.21,4.5,0.31,4.77,2.9
2006-06-15,5.87,4.22,2.76,2.86,,,2.22,4.5,0.31,4.72,2.87
2006-06-16,5.88,4.22,2.77,2.85,,,2.22,4.5,0.31,4.75,2.89
2006-06-19,5.88,4.23,2.79,2.84,,,2.22,4.5,0.31,4.81,2.84
2006-06-20,5.88,4.28,2.77,2.87,,,2.23,4.5,0.3,4.8,2.91
2006-06-21,5.89,4.27,2.79,2.89,,,2.24,4.5,0.3,4.79,2.84
2006-06-22,5.89,4.27,2.79,2.89,,,2.24,4.5,0.3,4.79,2.82
2006-06-23,5.91,4.27,2.82,2.92,,,,4.5,0.32,4.84,2.92
2006-06-26,5.9,4.27,2.84,2.96,,,2.25,4.5,0.29,4.91,2.91
2006-06-27,5.9,4.31,2.87,2.93,,,2.24,4.51,0.28,4.92,2.89
2006-06-28,5.9,4.32,2.86,2.95,,,2.24,4.51,0.29,4.88,2.88
2006-06-29,5.91,4.3,2.87,2.94,,,2.24,4.52,0.33,4.88,2.9
2006-06-30,5.89,4.3,2.86,2.94,3.11,6.97,2.24,4.52,0.33,4.87,2.94
2006-07-03,5.91,,2.87,,,,2.24,4.52,0.33,4.96,2.94
2006-07-04,5.91,4.3,2.87,2.96,,,2.23,4.51,0.35,,2.96
2006-07-05,5.91,4.31,2.86,2.97,,,2.24,4.5,0.37,4.88,2.94
2006-07-06,5.91,4.3,2.88,2.99,,,2.3,4.49,0.37,4.87,2.96
2006-07-07,5.92,4.24,2.89,2.98,,,2.22,4.47,0.38,4.89,2.96
2006-07-10,5.92,4.24,2.87,2.98,,,2.29,4.47,0.38,4.93,2.97
2006-07-11,5.93,4.2,2.86,2.97,,,2.28,4.47,0.38,4.92,2.95
2006-07-12,5.96,4.19,2.87,2.97,,,2.28,4.46,0.38,4.93,2.99
2006-07-13,6.01,4.18,2.86,2.97,,,2.28,4.46,0.38,4.92,2.98
2006-07-14,6.01,4.16,,2.96,,,2.27,4.45,0.36,4.93,2.99
2006-07-17,6.01,4.16,2.86,3.02,,,2.27,4.44,0.36,4.98,2.98
2006-07-18,6.01,4.17,2.88,3.02,,,2.26,4.44,0.36,5,3
2006-07-19,6,4.15,2.91,3.01,,,2.26,4.49,0.36,4.98,3
2006-07-20,6,4.15,2.92,3.02,,,2.25,4.48,0.35,4.95,3
2006-07-21,6.01,4.14,2.92,3.02,,,2.26,4.48,0.35,4.96,2.98
2006-07-24,6.03,4.13,2.94,,,,2.25,4.49,0.35,4.97,2.99
2006-07-25,6.04,4.16,3.02,3.05,,,2.26,4.49,0.35,5,2.97
2006-07-26,6.09,4.15,2.96,2.99,,,2.26,4.5,0.34,4.98,2.98
2006-07-27,6.11,4.15,3.02,2.99,,,2.38,4.52,0.33,4.97,2.99
2006-07-28,6.12,4.15,2.95,,,,2.38,4.53,0.33,4.94,3.01
2006-07-31,6.12,4.15,2.94,3.03,3.29,7.27,2.39,4.53,0.35,4.97,3
2006-08-01,6.08,4.15,2.96,3.07,,,2.39,4.55,0.35,4.99,2.96
2006-08-02,6.09,4.15,2.99,3.07,,,2.4,4.55,0.36,4.97,2.98
2006-08-03,6.08,4.15,3.01,3.11,,,2.43,4.56,0.36,4.98,3.03
2006-08-04,6.08,4.14,3.01,3.1,,,2.43,4.71,0.37,4.96,3.03
2006-08-07,6.07,,3.02,3.15,,,2.45,4.71,0.37,4.99,3.06
2006-08-08,6.07,4.16,3.02,3.14,,,2.46,4.72,0.39,4.97,3.09
2006-08-09,6.07,4.15,3.03,3.18,,,2.5,4.72,0.38,4.94,3.08
2006-08-10,6.1,4.14,3.02,3.17,,,2.41,4.72,0.38,4.92,3.1
2006-08-11,6.1,4.14,3.02,3.16,,,2.42,4.72,0.4,4.94,3.12
2006-08-14,6.11,4.14,3.06,3.1,,,2.4,4.72,0.39,4.99,3.16
2006-08-15,6.11,4.11,,3.1,,,2.4,4.73,0.38,4.97,3.11
2006-08-16,6.09,4.1,3.07,3.12,,,2.4,4.73,0.38,4.94,3.12
2006-08-17,6.09,4.1,3.08,3.11,,,2.39,4.73,0.38,4.96,3.16
2006-08-18,6.08,4.1,3.08,3.11,,,2.4,4.72,0.38,4.97,3.13
2006-08-21,6.08,4.09,3.08,3.15,,,2.4,4.72,0.37,4.98,3.14
2006-08-22,6.08,4.13,3.07,3.14,,,2.4,4.72,0.38,4.97,3.12
2006-08-23,6.08,4.13,3.08,3.12,,,2.42,4.72,0.38,4.96,3.17
2006-08-24,6.08,4.12,3.07,3.11,,,2.43,4.72,0.36,4.96,3.16
2006-08-25,6.08,4.12,3.07,3.15,,,2.45,4.72,0.36,4.98,3.18
2006-08-28,6.08,4.13,3.08,3.15,,,2.47,,0.36,4.97,3.2
2006-08-29,6.08,4.13,3.07,3.14,,,2.48,4.72,0.38,4.94,3.17
2006-08-30,6.08,4.13,3.09,3.17,,,2.49,4.74,0.36,4.92,3.18
2006-08-31,6.08,4.12,3.1,3.16,3.36,7.22,2.49,4.74,0.36,4.92,3.17
2006-09-01,6.08,4.12,3.1,3.16,,,2.5,4.74,0.36,4.89,3.18
2006-09-04,6.1,,3.1,3.2,,,2.5,4.74,0.36,,3.2
2006-09-05,6.11,4.14,3.09,3.2,,,2.5,4.74,0.36,4.87,3.19
2006-09-06,6.1,4.14,3.1,3.18,,,2.5,4.74,0.36,4.84,3.24
2006-09-07,6.1,4.14,3.1,3.17,,,2.51,4.74,0.36,4.84,3.22
2006-09-08,6.1,4.14,3.1,3.22,,,2.51,4.75,0.35,4.8,3.25
2006-09-11,6.1,4.15,3.14,3.23,,,2.51,4.75,0.36,4.81,3.2
2006-09-12,6.1,4.15,3.13,3.22,,,2.51,4.75,0.35,4.78,3.2
2006-09-13,6.1,4.15,3.15,3.21,,,2.5,4.76,0.36,4.79,3.21
2006-09-14,6.11,4.16,3.16,3.2,,,2.51,4.78,0.37,4.82,3.22
2006-09-15,6.13,4.16,3.16,3.24,,,2.51,4.8,0.35,4.83,3.3
2006-09-18,6.13,4.16,3.18,3.28,,,2.49,4.8,0.37,4.82,3.22
2006-09-19,6.13,4.17,3.18,3.27,,,2.5,4.81,0.38,4.82,3.26
2006-09-20,6.12,4.16,3.16,3.26,,,2.51,4.81,0.35,4.81,3.27
2006-09-21,6.12,4.16,3.17,3.3,,,2.59,4.81,0.35,4.79,3.27
2006-09-22,6.09,4.15,3.17,3.3,,,2.6,4.81,0.36,4.8,3.34
2006-09-25,6.08,4.14,3.22,3.29,,,2.6,4.82,0.35,4.76,3.3
2006-09-26,6.09,4.16,3.23,3.29,,,2.6,4.83,0.37,4.76,3.33
2006-09-27,6.09,4.15,3.23,3.32,,,2.6,4.84,0.35,4.76,3.33
2006-09-28,6.1,4.16,3.24,3.32,,,2.6,4.84,0.34,4.75,3.32
2006-09-29,6.1,4.16,3.24,3.31,3.5,7.35,2.6,4.84,0.34,4.77,3.31
2006-10-02,,4.16,3.24,3.31,,,2.6,4.84,0.34,4.76,3.29
2006-10-03,6.09,4.16,3.23,3.36,,,2.62,4.85,0.34,4.78,3.3
2006-10-04,6.09,4.15,3.26,3.34,,,2.62,4.88,0.33,4.8,3.31
2006-10-05,6.09,4.16,3.23,3.34,,,2.72,4.89,0.33,4.81,3.28
2006-10-06,6.1,4.16,3.26,3.33,,,2.73,4.86,0.33,4.82,3.33
2006-10-09,6.12,,3.26,3.33,,,2.73,4.88,0.34,,3.36
2006-10-10,6.14,4.16,3.28,3.32,,,2.73,4.88,0.33,4.87,3.32
2006-10-11,6.14,4.16,3.25,3.31,,,2.74,4.88,0.36,4.89,3.37
2006-10-12,6.19,4.15,3.25,3.3,,,2.73,4.89,0.34,4.93,3.37
2006-10-13,6.2,4.16,3.28,3.36,,,2.75,4.88,0.35,4.92,3.36
2006-10-16,6.21,4.16,3.25,3.31,,,2.74,4.89,0.35,4.96,3.37
2006-10-17,6.21,4.16,3.25,3.3,,,2.76,4.89,0.36,4.96,3.39
2006-10-18,6.21,4.16,3.25,3.33,,,2.77,4.89,0.36,4.96,3.41
2006-10-19,6.22,4.16,3.23,3.29,,,2.77,4.89,0.36,4.97,3.45
2006-10-20,6.22,4.17,3.26,3.33,,,2.77,4.91,0.37,4.96,3.44
2006-10-23,6.23,4.17,3.23,3.37,,,2.78,4.91,0.38,4.99,3.43
2006-10-24,6.23,4.17,3.27,3.37,,,2.77,4.93,0.38,5,3.45
2006-10-25,6.25,4.16,3.32,3.41,,,2.79,4.93,0.4,4.99,3.44
2006-10-26,6.25,4.16,3.32,3.37,,,2.79,4.95,0.37,4.99,3.4
2006-10-27,6.25,4.17,3.33,3.39,,,2.79,4.95,0.4,4.98,3.43
2006-10-30,6.26,4.17,3.32,3.38,,,2.8,4.94,0.37,4.97,3.44
2006-10-31,6.27,4.17,3.34,3.37,3.59,7.05,2.8,4.95,0.4,4.95,3.42
2006-11-01,6.27,4.16,,3.42,,,2.81,4.96,0.4,4.94,3.48
2006-11-02,6.27,4.17,3.32,3.42,,,2.87,4.96,0.4,4.94,3.46
2006-11-03,6.28,4.19,3.33,3.47,,,2.88,4.96,0.4,4.96,3.46
2006-11-06,6.29,4.18,3.31,3.47,,,2.88,4.97,0.4,4.96,3.51
2006-11-07,6.3,4.18,3.35,3.46,,,2.89,4.98,0.41,4.95,3.48
2006-11-08,6.31,4.18,3.39,3.46,,,2.9,4.98,0.4,4.97,3.51
2006-11-09,6.3,4.18,3.39,3.51,,,2.9,4.99,0.41,4.96,3.46
2006-11-10,6.3,4.18,3.4,3.47,,,2.9,4.99,0.41,4.97,3.5
2006-11-13,6.3,,3.38,3.47,,,2.9,4.99,0.43,4.96,3.54
2006-11-14,6.31,4.19,3.38,3.47,,,2.9,4.99,0.44,4.96,3.5
2006-11-15,6.3,4.19,3.39,3.5,,,2.91,4.99,0.46,4.96,3.53
2006-11-16,6.31,4.19,3.39,3.5,,,2.91,4.98,0.46,4.96,3.52
2006-11-17,6.31,4.18,3.39,3.5,,,2.92,4.98,0.45,4.96,3.5
